GeneName;baseMean;log2FC;pval;padj
Gm38355;1.076029104;0.145842657;0.958846994;0.99995239
F830016B08Rik;1.076029104;0.145842657;0.958846994;0.99995239
Gm14295;7.591983123;0.084512668;0.958877943;0.99995239
Trmt10b;21.3412439;0.069378815;0.958895667;0.99995239
AA465934;1.853161235;-0.030746075;0.9589045;0.99995239
Rc3h2;156.920911;0.055196489;0.95892959;0.99995239
Sdf4;206.6573674;0.03966561;0.959116119;0.99995239
Ap2a2;133.7265059;0.055843958;0.959126602;0.99995239
Ell;38.0794744;0.063627894;0.959174609;0.99995239
Magee1;33.11778465;0.02887659;0.959271373;0.99995239
Phf19;14.70573109;0.073692871;0.959302935;0.99995239
Wnt5b;12.3145553;0.076153496;0.959322056;0.99995239
Zfp87;12.91234925;0.075453329;0.959347944;0.99995239
Smim7;62.70858501;0.059828071;0.959529445;0.99995239
Dolk;18.35227416;0.070746326;0.95955469;0.99995239
Brk1;83.09335859;0.058120315;0.959574335;0.99995239
Reep5;153.2145885;0.055159693;0.959597042;0.99995239
Esr1;3.646543075;-0.007287102;0.959607276;0.99995239
St6galnac2;4.782351574;0.093375237;0.959611587;0.99995239
D11Wsu47e;17.15668627;0.071426264;0.959774841;0.99995239
Tmem9;48.83976545;0.032256176;0.959794917;0.99995239
Kat8;16.55889232;0.071802915;0.959872515;0.99995239
Rnh1;56.43174857;0.060397915;0.959913204;0.99995239
Phf20;163.5564238;0.038927453;0.959917661;0.99995239
Wdr92;17.63492143;0.022659839;0.960065184;0.99995239
Gm20457;2.092278813;0.116095313;0.960071412;0.99995239
Zfp445;97.44041331;0.036610746;0.960078234;0.99995239
Tasp1;11.59720257;0.017024351;0.960122129;0.99995239
Poldip3;179.3979634;0.039334174;0.960162272;0.99995239
Neil3;21.46080269;0.068605399;0.960202502;0.99995239
Uqcr10;33.71557859;0.029451589;0.960212421;0.99995239
Ogdh;231.9440513;0.053497954;0.960287261;0.99995239
Tuba4a;18.35227416;0.023299164;0.96033133;0.99995239
Gm37309;1.79338184;-0.02924405;0.960343382;0.99995239
Gm11520;1.79338184;-0.02924405;0.960343382;0.99995239
Kcnk4;1.79338184;-0.02924405;0.960343382;0.99995239
Atpaf2;17.81425961;0.070603929;0.960390092;0.99995239
Nubpl;3.70632247;0.098536942;0.960460313;0.99995239
Cebpd;83.33247617;0.035899091;0.960530059;0.99995239
Rabl2;14.5861723;0.020618895;0.960635168;0.99995239
Hoxa4;3.168307918;0.102420377;0.960667154;0.99995239
2010001A14Rik;3.168307918;0.102420377;0.960667154;0.99995239
Aprt;34.37315194;0.029827689;0.960689765;0.99995239
Gm9821;3.58676368;-0.006160437;0.960764217;0.99995239
Trmo;5.260586731;0.003177428;0.960783495;0.99995239
Hdhd2;15.42308382;0.072094317;0.960817465;0.99995239
Asah2;37.66101864;0.06303407;0.960842636;0.99995239
Brf2;18.29249477;0.023614397;0.960922587;0.99995239
Mrpl24;25.22690455;0.066537191;0.960974421;0.99995239
Aatf;25.22690455;0.066537191;0.960974421;0.99995239
Atrip;12.43411409;0.074759559;0.961080082;0.99995239
Psmd6;65.63777535;0.034676191;0.961080937;0.99995239
Plekhf2;9.98315891;0.015479374;0.961096738;0.99995239
Mir22hg;32.69932888;0.064067405;0.961170564;0.99995239
Dhps;22.17815542;0.067654958;0.961319038;0.99995239
Supt16;175.5720821;0.039494127;0.961421655;0.99995239
Setdb1;177.5448022;0.039599881;0.961759248;0.99995239
Gm15247;5.200807336;0.004068696;0.961795308;0.99995239
Xpa;5.200807336;0.004068696;0.961795308;0.99995239
Lat2;1.733602445;-0.027640164;0.961819556;0.99995239
Mir6236;1.733602445;-0.027640164;0.961819556;0.99995239
Vwa1;5.439924915;0.088080937;0.961863499;0.99995239
Large1;66.89314264;0.035054444;0.961924112;0.99995239
Bhlhe41;10.70051165;0.076259079;0.961941902;0.99995239
Herc4;75.32203728;0.035753205;0.96197695;0.99995239
Srgap3;205.8204558;0.05358302;0.962107408;0.99995239
Zfp947;3.766101864;0.095917432;0.962180118;0.99995239
Nt5c3;24.03131666;0.027286047;0.962250572;0.99995239
Ift88;21.10212632;0.0259799;0.962277689;0.99995239
Gm27193;1.135808499;0.134954341;0.962439837;0.99995239
Gm12439;1.135808499;0.134954341;0.962439837;0.99995239
Gm42727;1.135808499;0.134954341;0.962439837;0.99995239
Pou2f2;1.135808499;0.134954341;0.962439837;0.99995239
Prr18;1.135808499;0.134954341;0.962439837;0.99995239
Dlx1as;2.152058208;0.111077239;0.962472129;0.99995239
Pax6os1;2.152058208;0.111077239;0.962472129;0.99995239
Tmod4;2.630293365;-0.012419427;0.962475801;0.99995239
Fhl4;2.630293365;-0.012419427;0.962475801;0.99995239
Yjefn3;2.630293365;-0.012419427;0.962475801;0.99995239
Irak1bp1;17.9935978;0.069208926;0.962540452;0.99995239
Gm42732;3.228087312;0.099300071;0.962547568;0.99995239
Bach2;14.40683412;0.021788155;0.962610075;0.99995239
Clec16a;74.72424334;0.057802622;0.962748466;0.99995239
Gata2;7.532203728;0.012259502;0.962763688;0.99995239
Prpf6;118.4229808;0.038199003;0.962776709;0.99995239
Arid3b;5.141027942;0.004980121;0.962817363;0.99995239
Higd1a;31.20484402;0.029970559;0.962856395;0.99995239
Srp54a;6.635512808;0.08323068;0.962870701;0.99995239
Noc3l;63.18682017;0.03503751;0.962940459;0.99995239
Gm43300;3.467204891;-0.003793422;0.963128034;0.99995239
A430046D13Rik;3.467204891;-0.003793422;0.963128034;0.99995239
Tmem86a;12.85256985;0.020747437;0.963226557;0.99995239
Rab3ip;40.47065019;0.032190866;0.963236099;0.99995239
Katnal2;5.49970431;0.086388807;0.963239559;0.99995239
Rhbdd3;5.918160072;0.008339133;0.963281642;0.99995239
Wdr20;28.57455065;0.064242579;0.963329342;0.99995239
Gm7536;1.673823051;-0.025923691;0.963335644;0.99995239
Rsph10b;1.673823051;-0.025923691;0.963335644;0.99995239
Rasgef1a;1.673823051;-0.025923691;0.963335644;0.99995239
Pcdhgb4;1.673823051;-0.025923691;0.963335644;0.99995239
Slc20a1;46.14969269;0.033165884;0.963339007;0.99995239
Zfp93;9.803820726;0.017109343;0.963436295;0.99995239
Cdh24;53.8014552;0.059495755;0.963475899;0.99995239
Mical2;95.40791389;0.056344506;0.963540036;0.99995239
Amacr;13.56992259;0.021714252;0.963605283;0.99995239
Ets2;647.5304031;0.043264912;0.963651368;0.99995239
Sdccag8;19.48808266;0.025933193;0.96366739;0.99995239
Tfap2a;6.097498256;0.083914908;0.963732729;0.99995239
Gm6560;2.570513971;-0.010961423;0.963806504;0.99995239
Ankrd10;62.17057046;0.058429358;0.964065311;0.99995239
Disp1;50.09513273;0.059701148;0.964180463;0.99995239
Vash1;1.673823051;0.116095313;0.96428381;0.99995239
Tmem161b;24.33021363;0.065136886;0.964412124;0.99995239
Rcbtb1;48.2419715;0.059815667;0.964534121;0.99995239
Triqk;5.559483704;0.084731143;0.964600678;0.99995239
Ssbp3;140.1229011;0.039306163;0.964659304;0.99995239
Pard6a;10.46139407;0.019133584;0.964784002;0.99995239
Nsun6;10.28205588;0.074614309;0.964790894;0.99995239
Gm26628;2.211837603;0.106314293;0.964805104;0.99995239
03-sept;2.211837603;0.106314293;0.964805104;0.99995239
Rreb1;27.49852155;0.063802122;0.964941168;0.99995239
Tmem251;19.42830327;0.066994361;0.964949736;0.99995239
Agpat5;52.12763215;0.059147756;0.965042148;0.99995239
Psip1;291.8430048;0.041698068;0.965065502;0.99995239
Atg4c;13.92859896;0.070491346;0.965139162;0.99995239
Gm47814;2.510734576;-0.009435569;0.965163196;0.99995239
Zbtb17;26.9007276;0.063865355;0.965194154;0.99995239
Dcakd;54.33946976;0.034892966;0.9652132;0.99995239
Faap100;12.67323167;0.022078268;0.965333561;0.99995239
Macc1;4.184557627;0.003620584;0.965372357;0.99995239
Zfp72;6.575733414;0.012455242;0.965401908;0.99995239
Rpp25l;7.352865544;0.014358732;0.965425494;0.99995239
Fam110b;7.352865544;0.078967813;0.965523724;0.99995239
Cnbd2;3.885660654;0.090906981;0.965538183;0.99995239
Mfsd13a;3.885660654;0.090906981;0.965538183;0.99995239
Casp8;28.81366823;0.06312895;0.965544687;0.99995239
Ufsp2;50.93204426;0.059105335;0.965564901;0.99995239
Zfp598;92.59828234;0.05594955;0.965582507;0.99995239
Haspin;17.63492143;0.067607246;0.965584574;0.99995239
Sdhaf4;9.146247385;0.075453329;0.965781943;0.99995239
Rps12-ps4;1.195587893;0.125084097;0.965839483;0.99995239
Rilp;1.195587893;0.125084097;0.965839483;0.99995239
C2;1.195587893;0.125084097;0.965839483;0.99995239
Cbll1;35.15028407;0.061399793;0.966006242;0.99995239
Glrx;41.4868999;0.033480291;0.966033201;0.99995239
Nphp3;12.61345228;0.022530009;0.966041998;0.99995239
Mios;25.7649191;0.029887172;0.966081144;0.99995239
Spred3;28.63433005;0.030795645;0.966147374;0.99995239
Mif4gd;20.68367056;0.027980819;0.9662131;0.99995239
Lrrfip1;143.889003;0.054017056;0.966258449;0.99995239
Rnf31;25.7649191;0.06368988;0.966289365;0.99995239
Kremen1;69.5832154;0.057117702;0.966310821;0.99995239
Gm15446;4.4834546;0.086948968;0.966333346;0.99995239
Gm43375;1.554264261;-0.02210198;0.966499587;0.99995239
Gpx3;1.554264261;-0.02210198;0.966499587;0.99995239
Tmem86b;2.450955181;-0.007837014;0.966547173;0.99995239
Capn1;38.37837138;0.060545122;0.966576418;0.99995239
Vrk1;48.54086847;0.059014218;0.966633645;0.99995239
Ankrd37;2.80963155;0.096781838;0.966750049;0.99995239
Mast1;3.287866707;7.15171E-05;0.966807858;0.99995239
Ccndbp1;33.35690223;0.061423769;0.966829474;0.99995239
Mtmr7;5.081248547;0.083914908;0.966890779;0.99995239
Surf1;17.75448022;0.066683119;0.967012915;0.99995239
Fam210a;46.68770724;0.059105335;0.967030121;0.99995239
Metap1d;32.10153494;0.032091496;0.967034379;0.99995239
Ttc19;32.10153494;0.032091496;0.967034379;0.99995239
Lncpint;2.271616997;0.101787477;0.967074236;0.99995239
Zfp78;2.271616997;0.101787477;0.967074236;0.99995239
Csnk1a1;317.7274827;0.042201875;0.967081692;0.99995239
Gm9800;7.233306755;0.015814254;0.967232741;0.99995239
Mterf1a;5.679042494;0.01180611;0.967243812;0.99995239
Nod2;5.679042494;0.01180611;0.967243812;0.99995239
Gan;53.98079339;0.035605396;0.967381856;0.99995239
Smg8;34.07425496;0.060953759;0.967561108;0.99995239
4932438A13Rik;162.7792917;0.04043461;0.967568507;0.99995239
Apeh;32.81888767;0.061192636;0.967622179;0.99995239
Ephx1;180.5935513;0.040799724;0.967769562;0.99995239
Pxylp1;20.92278813;0.064696161;0.967795798;0.99995239
Actn4;319.5806439;0.051452756;0.967818001;0.99995239
Ikzf4;7.950659491;0.01791492;0.967956495;0.99995239
Gm26744;2.391175787;-0.006160437;0.96795983;0.99995239
Gamt;3.407425496;0.090560221;0.967983317;0.99995239
Pgm1;31.26462341;0.032334452;0.967999189;0.99995239
Nudcd1;81.12063857;0.037863911;0.96800368;0.99995239
Arnt2;45.55189874;0.058886861;0.968016786;0.99995239
Sync;3.228087312;0.001452748;0.968072943;0.99995239
Gm28119;4.842130968;0.009864987;0.968090394;0.99995239
Tm7sf2;4.875354378;0.009864987;0.968090394;0.99995239
L1cam;1.494484867;-0.019966236;0.96815437;0.99995239
Gm12592;1.494484867;-0.019966236;0.96815437;0.99995239
Srsf7;128.7648161;0.053995704;0.9681759;0.99995239
Eml2;6.39639523;0.014873263;0.968258218;0.99995239
Pik3ap1;5.141027942;0.082147982;0.968294871;0.99995239
Rab3gap2;88.6528423;0.055371356;0.968474662;0.99995239
Chd8;182.9249477;0.052787134;0.968526122;0.99995239
Sv2a;19.12940629;0.065046514;0.968598709;0.99995239
Ap5z1;26.9007276;0.031509981;0.968639271;0.99995239
Kdm4c;46.74748663;0.035232969;0.968645505;0.99995239
Akap1;61.45321772;0.036766759;0.96877196;0.99995239
Psmg2;21.64014087;0.063849285;0.968810123;0.99995239
Hnrnpul1;277.3166119;0.051622137;0.96890774;0.99995239
Gm14168;1.255367288;0.116095313;0.969066295;0.99995239
Gm43151;1.255367288;0.116095313;0.969066295;0.99995239
Rsph4a;1.255367288;0.116095313;0.969066295;0.99995239
Gm20681;1.255367288;0.116095313;0.969066295;0.99995239
Dedd;7.113747966;0.017317159;0.969067228;0.99995239
Saal1;35.38940164;0.033668991;0.969067408;0.99995239
U2af1;95.88614905;0.054890285;0.969075626;0.99995239
Lmbr1;26.12359547;0.031544016;0.969163534;0.99995239
Slc16a9;14.22749593;0.067551462;0.969169448;0.99995239
Mapre3;45.25300177;0.035257778;0.969216027;0.99995239
Hexim2;6.336615835;0.015708743;0.969226373;0.99995239
Necab3;2.331396392;0.097479635;0.969283108;0.99995239
Oas3;3.168307918;0.002884703;0.969358518;0.99995239
Rnf115;64.32262867;0.056559017;0.96938013;0.99995239
mt-Co3;8.608232833;0.020311775;0.969402374;0.99995239
Gm43172;2.331396392;-0.004399979;0.969402675;0.99995239
Zfp951;2.331396392;-0.004399979;0.969402675;0.99995239
Rps16-ps2;2.331396392;-0.004399979;0.969402675;0.99995239
Gm42600;2.331396392;-0.004399979;0.969402675;0.99995239
Fam110c;2.331396392;-0.004399979;0.969402675;0.99995239
Tdrd7;54.69814612;0.057365856;0.96940334;0.99995239
Eya3;50.87226486;0.057713654;0.969511307;0.99995239
Cry1;37.48168046;0.059488775;0.969528522;0.99995239
Zfp524;1.79338184;0.104022481;0.969540603;0.99995239
Gm5900;1.79338184;0.104022481;0.969540603;0.99995239
Gm19569;1.79338184;0.104022481;0.969540603;0.99995239
Srcin1;1.79338184;0.104022481;0.969540603;0.99995239
Plscr1;53.62211702;0.036326998;0.969564337;0.99995239
Ccnb2;16.73823051;0.065630246;0.969678868;0.99995239
Cfh;23.91175787;0.031138105;0.969719384;0.99995239
Fam129b;236.1286089;0.041902488;0.969811074;0.99995239
Pank4;31.74285857;0.033273513;0.969829826;0.99995239
4921507P07Rik;1.434705472;-0.017656075;0.96986305;0.99995239
Gm39090;1.434705472;-0.017656075;0.96986305;0.99995239
Acat3;1.434705472;-0.017656075;0.96986305;0.99995239
Cdkn2aip;42.32381143;0.035160623;0.969980535;0.99995239
Gm44275;3.945440048;0.008339133;0.970016086;0.99995239
Eef1akmt2;8.18977707;0.073345666;0.970018608;0.99995239
Exoc7;43.28028174;0.058415399;0.97005113;0.99995239
2610002M06Rik;34.37315194;0.059812838;0.970066968;0.99995239
Yrdc;18.83050932;0.02938368;0.970144694;0.99995239
Med13l;180.7728895;0.052515142;0.97015559;0.99995239
Mark3;149.6876043;0.040699153;0.970172037;0.99995239
Bloc1s6;28.69410944;0.060953759;0.970230818;0.99995239
Trmt13;10.0429383;0.022985909;0.970261777;0.99995239
Cep112;5.49970431;0.014598124;0.970314593;0.99995239
Fig4;40.76954717;0.058644215;0.970354429;0.99995239
Ankzf1;14.94484867;0.066190408;0.970489612;0.99995239
Ptges2;12.97212864;0.026085148;0.970568063;0.99995239
Zfp707;10.76029104;0.024054176;0.970588044;0.99995239
Cnot6;247.0682382;0.051625786;0.970629389;0.99995239
Klf7;38.25881259;0.05890302;0.970648038;0.99995239
Rpl34-ps1;3.108528523;0.004370231;0.970665399;0.99995239
Trmt1;69.46365661;0.037972089;0.970744912;0.99995239
Tmem97;19.48808266;0.030049302;0.970779013;0.99995239
Pdhx;38.91638593;0.058735934;0.970809377;0.99995239
Phf7;9.445144358;0.070880599;0.970814817;0.99995239
Atg101;22.35749361;0.031191804;0.970819106;0.99995239
A230056P14Rik;2.271616997;-0.002549183;0.970877339;0.99995239
Cdc123;65.87689293;0.055946466;0.970977873;0.99995239
Igf2bp2;152.9156916;0.052829934;0.971013608;0.99995239
Wdr74;32.28087312;0.033986712;0.971164618;0.99995239
Gm49336;89.48975382;0.039149834;0.971173428;0.99995239
Mxd3;3.885660654;0.009606879;0.971215772;0.99995239
Lrch3;47.28550118;0.057467584;0.971274518;0.99995239
Pick1;10.70051165;0.024596959;0.97136397;0.99995239
Alad;19.42830327;0.030365439;0.971369739;0.99995239
Radil;2.391175787;0.093375237;0.971435012;0.99995239
Il23r;2.391175787;0.093375237;0.971435012;0.99995239
Afmid;3.526984286;0.085201306;0.97144863;0.99995239
Zfp974;9.206026779;0.022985909;0.971527282;0.99995239
Lrrc28;12.55367288;0.067185713;0.971553169;0.99995239
Rpl17-ps5;1.374926077;-0.01514922;0.971630314;0.99995239
Cntf;1.374926077;-0.01514922;0.971630314;0.99995239
Pbx1;162.8988505;0.052506336;0.971713405;0.99995239
Syngr1;12.13521712;0.026298643;0.971823862;0.99995239
Fibp;30.06903552;0.033844034;0.971862731;0.99995239
Shc1;289.9898435;0.042697236;0.971870099;0.99995239
Prg4;1.315146683;0.107874807;0.972137655;0.99995239
Rpl23a-ps3;1.315146683;0.107874807;0.972137655;0.99995239
Gm26563;1.315146683;0.107874807;0.972137655;0.99995239
B3gat3;33.35690223;0.059072187;0.972205482;0.99995239
Zfr2;10.76029104;0.06822176;0.97231367;0.99995239
Syvn1;60.31740922;0.055875447;0.972447072;0.99995239
Rbm15;64.98020201;0.038212616;0.972466135;0.99995239
Mcm2;322.0913785;0.0507428;0.972720263;0.99995239
Extl2;55.89373402;0.037621255;0.972726235;0.99995239
Ttc33;30.66682947;0.034377386;0.972743231;0.99995239
Commd1;9.564703147;0.069127691;0.972784077;0.99995239
Ddx19a;99.47291273;0.039994141;0.972918398;0.99995239
Ripor1;117.5262899;0.053194439;0.973026751;0.99995239
Mrps11;21.40102329;0.032091496;0.973081275;0.99995239
Mgat4b;67.55071598;0.055138777;0.973235327;0.99995239
Procr;12.67323167;0.065894501;0.973241754;0.99995239
Mcm8;33.41668162;0.035150502;0.973301584;0.99995239
R3hdm1;133.0689325;0.041019832;0.973330763;0.99995239
Zfp652;68.98542145;0.038735106;0.973335672;0.99995239
Snhg5;12.73301106;0.027944403;0.973436777;0.99995239
Phtf1os;1.315146683;-0.012419427;0.973461508;0.99995239
Lmntd2;1.315146683;-0.012419427;0.973461508;0.99995239
1700120C14Rik;1.315146683;-0.012419427;0.973461508;0.99995239
Gm3435;1.315146683;-0.012419427;0.973461508;0.99995239
Nlrc3;5.320366126;0.017572413;0.973476967;0.99995239
Ccser2;91.76137082;0.039867013;0.973510269;0.99995239
1700020D05Rik;2.450955181;0.089460187;0.973532988;0.99995239
Syne1;48.89954484;0.056457378;0.973581961;0.99995239
Cachd1;36.88388651;0.035866508;0.973657991;0.99995239
Mtg1;3.766101864;0.012259502;0.973665219;0.99995239
Msrb2;4.782351574;0.077255572;0.973684209;0.99995239
Efcab14;122.6673179;0.040873097;0.973754903;0.99995239
Gm6206;17.75448022;0.03105921;0.973775846;0.99995239
Rcor3;29.82991794;0.034695693;0.973799757;0.99995239
Aptx;22.11837603;0.060953759;0.973862215;0.99995239
Arl6ip6;51.52983821;0.037639447;0.973863525;0.99995239
Bmt2;75.80027244;0.039277494;0.973905871;0.99995239
Kcmf1;107.9615868;0.05323529;0.973979709;0.99995239
Senp7;80.64240341;0.054229713;0.973983039;0.99995239
Ndufa12;43.81829629;0.056832539;0.974009771;0.99995239
Stra6;9.026688595;0.068749789;0.974011175;0.99995239
Zfp219;30.48749128;0.035005307;0.974183535;0.99995239
Zswim1;7.532203728;0.022985909;0.974244485;0.99995239
Slc12a5;7.532203728;0.022985909;0.974244485;0.99995239
Lhfp;109.3365129;0.053116328;0.974305877;0.99995239
Mrps18c;14.10793714;0.029491873;0.974315958;0.99995239
Med24;61.87167348;0.038605746;0.97434762;0.99995239
Trim56;265.2411742;0.042898829;0.974389221;0.99995239
Gm37123;1.912940629;0.093375237;0.974449613;0.99995239
Fam71f1;1.912940629;0.093375237;0.974449613;0.99995239
Tmem230;23.37374332;0.033524627;0.974585466;0.99995239
Proser1;43.04116416;0.037076657;0.974662188;0.99995239
Tes3-ps;2.929190339;0.00918011;0.974722845;0.99995239
Rbpms2;9.684261937;0.06741601;0.974729252;0.99995239
Mpc1;9.684261937;0.06741601;0.974729252;0.99995239
Pwp1;58.10557162;0.055275447;0.974764623;0.99995239
Gpx8;46.50836905;0.037500314;0.974796527;0.99995239
Mndal;3.646543075;0.080175739;0.974797753;0.99995239
Gm6793;3.646543075;0.080175739;0.974797753;0.99995239
Lpar2;39.51417988;0.036743206;0.974899011;0.99995239
Psme2;36.88388651;0.05733558;0.974945951;0.99995239
Gm7993;19.0696269;0.061364842;0.975018832;0.99995239
Gm11223;4.244337022;0.077483864;0.97502081;0.99995239
Rcan2;16.20021596;0.031125753;0.975054589;0.99995239
Gm29609;1.374926077;0.100327998;0.975068504;0.99995239
Gm9967;1.374926077;0.100327998;0.975068504;0.99995239
Pla2g3;1.374926077;0.100327998;0.975068504;0.99995239
Setd6;17.81425961;0.06183372;0.975070946;0.99995239
Gtpbp3;27.55830094;0.034829227;0.975091899;0.99995239
Arrb2;38.0794744;0.036660846;0.975159198;0.99995239
Bckdha;7.472424334;0.023755141;0.975168792;0.99995239
Podnl1;43.63895811;0.037406425;0.975342537;0.99995239
Catsperd;1.255367288;-0.009435569;0.97536276;0.99995239
Inafm2;25.40624273;0.034481548;0.975396207;0.99995239
Cntrl;35.9274162;0.036524963;0.975551303;0.99995239
Mrpl55;7.890880096;0.068880675;0.975554653;0.99995239
Ubxn11;2.510734576;0.085721664;0.975579841;0.99995239
Ppara;2.510734576;0.085721664;0.975579841;0.99995239
Med6;23.97153726;0.034215024;0.975588753;0.99995239
Atf2;109.8745274;0.040978879;0.975596899;0.99995239
Ccdc167;16.8577893;0.031826397;0.975681167;0.99995239
Ralgapa1;64.08351109;0.054577738;0.97570594;0.99995239
Pxn;202.7119273;0.051212994;0.975715674;0.99995239
Cbr3;6.695292203;0.022985909;0.975717009;0.99995239
Nipa2;29.59080036;0.035560602;0.975751557;0.99995239
Dis3l2;7.29308615;0.069528495;0.975803742;0.99995239
Utp3;64.38240806;0.039236547;0.975821678;0.99995239
Pelo;6.695292203;0.070291624;0.976031859;0.99995239
Tmem164;76.75674276;0.039964244;0.976107028;0.99995239
Trim17;3.108528523;0.080991513;0.976157031;0.99995239
Tmem258;23.61286089;0.059292625;0.976189594;0.99995239
Rnaseh1;13.5101432;0.063273205;0.976192934;0.99995239
Prpf18;60.85542377;0.039145465;0.976213828;0.99995239
Rab10os;26.72138942;0.035198593;0.976222317;0.99995239
Arl5a;113.7004087;0.052516518;0.976324106;0.99995239
Klc4;26.00403668;0.035095591;0.976337399;0.99995239
Zfp182;13.21124622;0.030365439;0.976389335;0.99995239
Frmd5;3.70632247;0.077778382;0.976431296;0.99995239
